Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,0,K11,ORD-CL-202612-000005_203293099,"calle catedral 6899, Independencia, Santiago, Chile","(-33.4383, -70.6599)",6.11,15.3,09:15,"[09:00, 11:00]",11:15,09:15,5.0,1188.7,245.3,0.0,0.0,0.0,0.0,✅
1,2,0,K11,ORD-CL-202612-000037_138726383,"calle amunategui 5971, Macul, Santiago, Chile","(-33.4393, -70.6567)",0.43,1.1,09:21,"[09:00, 11:00]",11:15,09:21,5.0,1918.6,310.2,0.0,0.0,0.0,0.0,✅
1,3,0,K11,ORD-CL-202612-000038_151993937,"avenida. irarrazaval 1804, Maipú, Santiago, Chile","(-33.4532, -70.6123)",5.53,13.8,09:40,"[09:00, 11:00]",11:15,09:40,5.0,605.9,83.0,0.0,0.0,0.0,0.0,✅
1,4,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.09,7.7,09:52,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,5,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,6,4,K12,ORD-CL-202612-000076_211884031,"calle merced 1295, Recoleta, Santiago, Chile","(-33.4369, -70.6392)",4.4,12.6,15:12,"[11:00, 13:00]",13:15,15:12,5.0,1605.7,223.1,0.0,0.0,0.0,117.6,❌
1,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.32,12.6,15:30,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,3,K11,ORD-CL-202612-000182_19246133  9,"avenida. mapocho 4083, La Florida, Santiago, Chile","(-33.4321, -70.6903)",9.45,23.6,09:23,"[09:00, 21:00]",21:15,09:23,5.0,1972.6,242.9,0.0,0.0,0.0,0.0,✅
2,2,3,K11,ORD-CL-202612-000236_22813500  2,"avenida mapocho 9885, La Reina, Santiago, Chile","(-33.4330, -70.6805)",0.93,2.3,09:30,"[09:00, 21:00]",21:15,09:30,5.0,153.9,22.4,0.0,0.0,0.0,0.0,✅
2,3,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.55,21.4,09:57,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,4,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,5,4,K12,ORD-CL-202612-000068_16822988  5,"calle teatinos 1540, Providencia, Santiago, Chile","(-33.4324, -70.6098)",6.04,17.3,15:17,"[11:00, 13:00]",13:15,15:17,5.0,2708.9,314.4,0.0,0.0,0.0,122.3,❌
2,6,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.82,17.2,15:39,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
3,1,6,K11,ORD-CL-202612-000034_18190145  8,"avenida matta 7432, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",7.86,19.7,09:19,"[09:00, 11:00]",11:15,09:19,5.0,641.8,74.7,0.0,0.0,0.0,0.0,✅
3,2,6,K11,ORD-CL-202612-000172_21961796  1,"avenida. tobalaba 7018, Peñalolén, Santiago, Chile","(-33.5101, -70.5608)",2.14,5.4,09:30,"[09:00, 21:00]",21:15,09:30,5.0,1648.3,236.7,0.0,0.0,0.0,0.0,✅
3,3,6,K11,ORD-CL-202612-000200_7995605  2,"avenida la florida 4780, Santiago, Santiago, Chile","(-33.5195, -70.5806)",2.83,7.1,09:42,"[09:00, 21:00]",21:15,09:42,5.0,134.5,27.9,0.0,0.0,0.0,0.0,✅
3,4,6,K11,ORD-CL-202612-000225_229042840,"avenida. la florida 934, Peñalolén, Santiago, Chile","(-33.5101, -70.5885)",1.27,3.1,09:50,"[09:00, 21:00]",21:15,09:50,5.0,1119.9,138.0,0.0,0.0,0.0,0.0,✅
3,5,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.53,16.0,10:11,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,6,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
3,7,3,K12,ORD-CL-202612-000281_11555733  9,"calle monjitas 6333, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",8.44,24.1,15:24,"[09:00, 21:00]",21:15,15:24,5.0,2658.6,327.2,0.0,0.0,0.0,0.0,✅
3,8,3,K12,ORD-CL-202612-000253_71125181,"avenida. pedro de valdivia 9956, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",0.0,0.0,15:29,"[09:00, 21:00]",21:15,15:29,5.0,569.9,104.1,0.0,0.0,0.0,0.0,✅
3,9,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.1,24.9,15:59,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
4,1,0,K11,ORD-CL-202612-000012_115652150,"avenida. grecia 5499, Providencia, Santiago, Chile","(-33.4552, -70.6268)",2.19,5.5,09:05,"[09:00, 11:00]",11:15,09:05,5.0,223.9,41.0,0.0,0.0,0.0,0.0,✅
4,2,0,K11,ORD-CL-202612-000046_76867734,"avenida. manuel montt 4785, Providencia, Santiago, Chile","(-33.4468, -70.6139)",2.06,5.2,09:15,"[09:00, 11:00]",11:15,09:15,5.0,1141.8,236.0,0.0,0.0,0.0,0.0,✅
4,3,0,K11,ORD-CL-202612-000008_83363320,"avenida. manuel montt 685, Recoleta, Santiago, Chile","(-33.4342, -70.6170)",1.48,3.7,09:24,"[09:00, 11:00]",11:15,09:24,5.0,451.2,68.8,0.0,0.0,0.0,0.0,✅
