Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,9,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,9,K11,ORD-CL-202612-000494_11304512    5,"avenida. recoleta 5362, Peñalolén, Santiago, Chile","(-33.5067, -70.5829)",6.89,11.5,09:11,"[09:00, 21:00]",21:15,09:11,5.0,3259.3,386.9,0.0,0.0,0.0,0.0,✅
1,2,9,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.97,11.6,09:28,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,3,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,4,5,K12,ORD-CL-202612-000425_151993937,"avenida. irarrazaval 1804, Maipú, Santiago, Chile","(-33.4532, -70.6123)",3.39,6.4,15:06,"[09:00, 21:00]",21:15,15:06,5.0,543.0,87.0,0.0,0.0,0.0,0.0,✅
1,5,5,K12,ORD-CL-202612-000390_20779131  3,"avenida matta 4095, Providencia, Santiago, Chile","(-33.4553, -70.6269)",1.58,3.0,15:14,"[09:00, 21:00]",21:15,15:14,5.0,1187.7,258.6,0.0,0.0,0.0,0.0,✅
1,6,5,K12,ORD-CL-202612-000547_19869239  1,"avenida. matta 8387, Providencia, Santiago, Chile","(-33.4553, -70.6269)",0.0,0.0,15:19,"[09:00, 21:00]",21:15,15:19,5.0,319.8,57.7,0.0,0.0,0.0,0.0,✅
1,7,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.09,3.9,15:28,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,5,K11,ORD-CL-202612-000455_21785699  3,"avenida. apoquindo 4280, Independencia, Santiago, Chile","(-33.4145, -70.5861)",9.26,15.4,09:15,"[09:00, 21:00]",21:15,09:15,5.0,1170.1,218.1,0.0,0.0,0.0,0.0,✅
2,2,5,K11,ORD-CL-202612-000405_7883540  8,"avenida. pedro de valdivia 7181, Vitacura, Santiago, Chile","(-33.4227, -70.6133)",2.8,4.7,09:25,"[09:00, 21:00]",21:15,09:25,5.0,3117.7,375.8,0.0,0.0,0.0,0.0,✅
2,3,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.71,11.2,09:41,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,4,10,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,5,10,K12,ORD-CL-202612-000546_16240089  1,"calle monjitas 3007, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",8.44,15.8,15:15,"[09:00, 21:00]",21:15,15:15,5.0,5401.0,766.9,0.0,0.0,0.0,0.0,✅
2,6,10,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.1,15.2,15:36,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
3,1,6,K11,ORD-CL-202612-000428_88293540,"avenida. matta 1351, Macul, Santiago, Chile","(-33.4595, -70.6519)",3.68,6.1,09:06,"[09:00, 21:00]",21:15,09:06,5.0,510.4,101.2,0.0,0.0,0.0,0.0,✅
3,2,6,K11,ORD-CL-202612-000410_205381444,"calle teatinos 3114, Santiago, Santiago, Chile","(-33.4447, -70.6542)",1.91,3.2,09:14,"[09:00, 21:00]",21:15,09:14,5.0,423.1,61.6,0.0,0.0,0.0,0.0,✅
3,3,6,K11,ORD-CL-202612-000467_54726521,"calle amunategui 3124, Vitacura, Santiago, Chile","(-33.4392, -70.6581)",1.15,1.9,09:21,"[09:00, 21:00]",21:15,09:21,5.0,704.1,121.1,0.0,0.0,0.0,0.0,✅
3,4,6,K11,ORD-CL-202612-000490_54726521,"calle amunategui 3124, Vitacura, Santiago, Chile","(-33.4392, -70.6581)",0.0,0.0,09:26,"[09:00, 21:00]",21:15,09:26,5.0,999.1,162.2,0.0,0.0,0.0,0.0,✅
