Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
1,1,3,K11,ORD-CL-202612-000464_179182055,"avenida. manuel montt 2121, Peñalolén, Santiago, Chile","(-33.5616, -70.5632)",13.07,31.4,12:31,"[15:00, 17:00]",17:15,14:45,5.0,1677.7,310.8,133.6,0.0,0.0,0.0,⏳
1,2,3,K11,ORD-CL-202612-000595_130113644,"avenida. americo vespucio 1280, Puente Alto, Santiago, Chile","(-33.5338, -70.6779)",12.59,29.0,15:19,"[15:00, 17:00]",17:15,15:19,5.0,757.3,120.3,0.0,0.0,0.0,0.0,✅
1,3,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.78,25.2,15:49,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,4,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:00,—,—,18:00,—,—,—,—,0.0,0.0,—,🚗
1,5,3,K12,ORD-CL-202612-000520_14417563  0,"gran avenida jose miguel carrera 2906, Maipú, Santiago, Chile","(-33.5836, -70.6974)",15.55,51.5,18:51,"[19:00, 21:00]",21:15,18:51,5.0,2500.5,318.6,0.0,0.0,0.0,0.0,✅
1,6,3,K12,ORD-CL-202612-000685_154609167,"calle bandera 7800, Puente Alto, Santiago, Chile","(-33.6234, -70.6079)",11.44,30.7,19:27,"[19:00, 21:00]",21:15,19:27,5.0,916.2,115.5,0.0,0.0,0.0,0.0,✅
1,7,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",18.34,39.3,20:11,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,1,K11,ORD-CL-202612-000269_8431260  9,"calle compania de jesus 871, Santiago, Santiago, Chile","(-33.3489, -70.7444)",20.27,52.9,09:52,"[09:00, 11:00]",11:15,09:52,5.0,150.3,52.7,0.0,0.0,0.0,0.0,✅
