Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K11,ORD-CL-202612-000607_16426911    9,"avenida. independencia 2471, Ñuñoa, Santiago, Chile","(-33.4034, -70.6635)",9.2,24.0,09:24,"[09:00, 21:00]",21:15,09:24,5.0,5463.4,585.3,0.0,0.0,0.0,0.0,✅
1,2,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.28,24.2,09:53,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,3,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,4,1,K12,ORD-CL-202612-000426_20756914  7,"avenida. vicuna mackenna 208, La Reina, Santiago, Chile","(-33.4488, -70.6317)",2.66,6.1,15:06,"[09:00, 21:00]",21:15,15:06,5.0,2943.5,402.4,0.0,0.0,0.0,0.0,✅
1,5,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.71,6.2,15:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,1,K11,ORD-CL-202612-000568_6256899  1,"calle teatinos 3427, Lo Prado, Santiago, Chile","(-33.4447, -70.6542)",5.12,13.4,09:13,"[09:00, 21:00]",21:15,09:13,5.0,1402.3,226.2,0.0,0.0,0.0,0.0,✅
2,2,1,K11,ORD-CL-202612-000581_68915259,"avenida. libertador bernardo o'higgins 9532, Vitacura, Santiago, Chile","(-33.4451, -70.6574)",0.31,0.8,09:19,"[09:00, 11:00]",11:15,09:19,5.0,1199.4,202.0,0.0,0.0,0.0,0.0,✅
2,3,1,K11,ORD-CL-202612-000524_20080354  5,"avenida. matta 2150, La Florida, Santiago, Chile","(-33.3653, -70.7022)",11.76,30.7,09:54,"[09:00, 21:00]",21:15,09:54,5.0,1668.1,259.3,0.0,0.0,0.0,0.0,✅
