Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,3,K11,ORD-CL-202612-000221_66346258,"calle monjitas 1046, Ñuñoa, Santiago, Chile","(-33.4373, -70.6498)",5.13,8.6,09:08,"[09:00, 11:00]",11:30,09:08,5.0,1590.2,234.6,0.0,0.0,0.0,0.0,✅
1,2,3,K11,ORD-CL-202612-000468_139634341,"calle san diego 3902, La Reina, Santiago, Chile","(-33.4441, -70.6517)",0.95,1.6,09:15,"[09:00, 21:00]",21:30,09:15,5.0,1558.2,220.8,0.0,0.0,0.0,0.0,✅
1,3,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.88,8.1,09:28,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,4,2,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,5,2,K12,ORD-CL-202612-000175_139055910,"avenida irarrazaval 7578, Providencia, Santiago, Chile","(-33.4536, -70.6093)",3.45,6.5,15:06,"[09:00, 21:00]",21:30,15:06,5.0,4467.2,601.9,0.0,0.0,0.0,0.0,✅
1,6,2,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.34,6.3,15:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,1,K11,ORD-CL-202612-000493_22003359    2,"avenida. libertador bernardo o'higgins 4013, La Florida, Santiago, Chile","(-33.5362, -70.6063)",7.94,13.2,09:13,"[09:00, 11:00]",11:30,09:13,5.0,793.6,172.0,0.0,0.0,0.0,0.0,✅
2,2,1,K11,ORD-CL-202612-000472_163021928,"calle bandera 5901, La Florida, Santiago, Chile","(-33.5372, -70.6040)",0.55,0.9,09:19,"[09:00, 21:00]",21:30,09:19,5.0,397.7,83.1,0.0,0.0,0.0,0.0,✅
2,3,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.3,13.8,09:37,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,4,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,5,1,K12,ORD-CL-202612-000494_11304512    5,"avenida. recoleta 5362, Peñalolén, Santiago, Chile","(-33.5067, -70.5829)",6.89,12.9,15:12,"[09:00, 21:00]",21:30,15:12,5.0,3259.3,386.9,0.0,0.0,0.0,0.0,✅
2,6,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.97,13.1,15:30,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
3,1,2,K11,ORD-CL-202612-000101_160281726,"gran avenida jose miguel carrera 7987, Macul, Santiago, Chile","(-33.5269, -70.6616)",8.09,13.5,09:13,"[09:00, 21:00]",21:30,09:13,5.0,194.9,38.3,0.0,0.0,0.0,0.0,✅
3,2,2,K11,ORD-CL-202612-000327_156488254,"avenida. departamental 223, La Reina, Santiago, Chile","(-33.5089, -70.6103)",6.37,10.6,09:29,"[09:00, 11:00]",11:30,09:29,5.0,916.9,202.6,0.0,0.0,0.0,0.0,✅
3,3,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.83,8.1,09:42,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,4,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
3,5,3,K12,ORD-CL-202612-000450_22543918  4,"calle catedral 3236, Recoleta, Santiago, Chile","(-33.4383, -70.6599)",6.05,11.3,15:11,"[09:00, 21:00]",21:30,15:11,5.0,1490.4,221.5,0.0,0.0,0.0,0.0,✅
3,6,3,K12,ORD-CL-202612-000361_191160350,"calle amunategui 6560, Vitacura, Santiago, Chile","(-33.4392, -70.6581)",0.37,0.7,15:17,"[09:00, 21:00]",21:30,15:17,5.0,1235.4,145.2,0.0,0.0,0.0,0.0,✅
3,7,3,K12,ORD-CL-202612-000449_205604324,"calle morande 6158, Macul, Santiago, Chile","(-33.4386, -70.6539)",0.4,0.7,15:22,"[09:00, 21:00]",21:30,15:22,5.0,953.5,141.7,0.0,0.0,0.0,0.0,✅
3,8,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.41,10.1,15:37,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
4,1,3,K11,ORD-CL-202612-000259_19297833    3,"calle estado 5453, San Miguel, Santiago, Chile","(-33.4977, -70.6639)",5.76,9.6,09:09,"[09:00, 21:00]",21:30,09:09,5.0,786.9,124.6,0.0,0.0,0.0,0.0,✅
4,2,3,K11,ORD-CL-202612-000295_7609238  3,"avenida. mapocho 4268, Maipú, Santiago, Chile","(-33.4315, -70.6930)",8.98,15.0,09:29,"[09:00, 21:00]",21:30,09:29,5.0,1119.1,153.6,0.0,0.0,0.0,0.0,✅
4,3,3,K11,ORD-CL-202612-000445_19246133    9,"avenida. mapocho 4083, La Florida, Santiago, Chile","(-33.4321, -70.6903)",0.22,0.4,09:34,"[09:00, 21:00]",21:30,09:34,5.0,837.6,148.3,0.0,0.0,0.0,0.0,✅
4,4,3,K11,ORD-CL-202612-000463_66437440,"calle teatinos 1106, Macul, Santiago, Chile","(-33.4325, -70.6557)",3.87,6.5,09:46,"[09:00, 21:00]",21:30,09:46,5.0,924.3,134.9,0.0,0.0,0.0,0.0,✅
4,5,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.07,10.3,10:01,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,6,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
4,7,6,K12,ORD-CL-202612-000373_172972248,"avenida. independencia 9028, Lo Prado, Santiago, Chile","(-33.4475, -70.7251)",11.68,21.9,15:21,"[09:00, 21:00]",21:30,15:21,5.0,307.7,47.4,0.0,0.0,0.0,0.0,✅
4,8,6,K12,ORD-CL-202612-000372_15297656  0,"avenida. pajaritos 734, Quinta Normal, Santiago, Chile","(-33.4586, -70.7132)",2.12,4.0,15:30,"[09:00, 21:00]",21:30,15:30,5.0,2375.0,311.6,0.0,0.0,0.0,0.0,✅
4,9,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.73,18.2,15:54,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
5,1,0,K11,ORD-CL-202612-000016_184607228,"avenida. apoquindo 2937, Peñalolén, Santiago, Chile","(-33.4176, -70.5992)",8.02,13.4,09:13,"[09:00, 21:00]",21:30,09:13,5.0,247.2,41.8,0.0,0.0,0.0,0.0,✅
5,2,0,K11,ORD-CL-202612-000387_112124510,"avenida. americo vespucio 2037, Las Condes, Santiago, Chile","(-33.4138, -70.5844)",1.48,2.5,09:20,"[09:00, 11:00]",11:30,09:20,5.0,285.2,42.7,0.0,0.0,0.0,0.0,✅
5,3,0,K11,ORD-CL-202612-000287_175695880,"avenida. kennedy 6833, Ñuñoa, Santiago, Chile","(-33.3954, -70.5629)",3.19,5.3,09:31,"[09:00, 21:00]",21:30,09:31,5.0,859.4,116.2,0.0,0.0,0.0,0.0,✅
5,4,0,K11,ORD-CL-202612-000357_146301070,"avenida vitacura 6815, La Reina, Santiago, Chile","(-33.3863, -70.5640)",1.33,2.2,09:38,"[09:00, 11:00]",11:30,09:38,5.0,313.8,77.6,0.0,0.0,0.0,0.0,✅
5,5,0,K11,ORD-CL-202612-000223_73835094,"avenida. matta 4411, Las Condes, Santiago, Chile","(-33.4144, -70.5570)",3.67,6.1,09:49,"[09:00, 21:00]",21:30,09:49,5.0,1447.6,201.2,0.0,0.0,0.0,0.0,✅
5,6,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.83,18.5,10:13,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,7,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
5,8,1,K12,ORD-CL-202612-000392_142453346,"calle merced 5537, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",7.86,14.7,15:14,"[09:00, 21:00]",21:30,15:14,5.0,1398.2,160.4,0.0,0.0,0.0,0.0,✅
5,9,1,K12,ORD-CL-202612-000294_13745331  4,"avenida. departamental 3715, Macul, Santiago, Chile","(-33.5119, -70.5588)",2.49,4.7,15:24,"[09:00, 21:00]",21:30,15:24,5.0,337.4,58.3,0.0,0.0,0.0,0.0,✅
5,10,1,K12,ORD-CL-202612-000397_115473403,"avenida la florida 9375, La Reina, Santiago, Chile","(-33.5388, -70.5722)",4.36,8.2,15:37,"[09:00, 21:00]",21:30,15:37,5.0,1879.7,239.8,0.0,0.0,0.0,0.0,✅
5,11,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.03,18.8,16:01,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
6,1,4,K11,ORD-CL-202612-000279_79329263,"calle estado 5553, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",16.23,27.1,09:27,"[09:00, 21:00]",21:30,09:27,5.0,1084.4,156.6,0.0,0.0,0.0,0.0,✅
6,2,4,K11,ORD-CL-202612-000482_159982022,"calle monjitas 6010, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",0.0,0.0,09:32,"[09:00, 11:00]",11:30,09:32,5.0,733.4,90.1,0.0,0.0,0.0,0.0,✅
6,3,4,K11,ORD-CL-202612-000261_17416421  8,"avenida. libertador bernardo o'higgins 8614, Puente Alto, Santiago, Chile","(-33.6191, -70.5686)",2.09,3.5,09:40,"[09:00, 21:00]",21:30,09:40,5.0,475.2,83.7,0.0,0.0,0.0,0.0,✅
6,4,4,K11,ORD-CL-202612-000351_18429770  6,"calle huerfanos 8536, Puente Alto, Santiago, Chile","(-33.6059, -70.5154)",5.51,9.3,09:54,"[09:00, 21:00]",21:30,09:54,5.0,320.4,51.4,0.0,0.0,0.0,0.0,✅
6,5,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",21.34,36.9,10:36,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,6,8,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
6,7,8,K12,ORD-CL-202612-000399_21087190  3,"avenida pajaritos 7107, Providencia, Santiago, Chile","(-33.4692, -70.7338)",11.19,21.0,15:20,"[09:00, 21:00]",21:30,15:20,5.0,868.1,133.7,0.0,0.0,0.0,0.0,✅
6,8,8,K12,ORD-CL-202612-000486_107960312,"avenida. pajaritos 9591, Maipú, Santiago, Chile","(-33.4719, -70.7376)",0.41,0.8,15:26,"[09:00, 21:00]",21:30,15:26,5.0,1037.5,133.7,0.0,0.0,0.0,0.0,✅
