Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K21,ORD-CL-202612-000762_20759906  8,"avenida. tobalaba 402, Lo Prado, Santiago, Chile","(-33.4972, -70.8145)",20.88,50.1,11:50,"[11:00, 13:00]",13:15,11:50,5.0,963.0,157.6,0.0,0.0,0.0,0.0,✅
1,2,1,K21,ORD-CL-202612-000591_84405115,"avenida. pajaritos 5711, Quinta Normal, Santiago, Chile","(-33.4586, -70.7132)",13.13,31.5,12:26,"[09:00, 21:00]",21:15,12:26,5.0,253.4,59.4,0.0,0.0,0.0,0.0,✅
1,3,1,K21,ORD-CL-202612-000580_187038492,"calle san antonio 5691, Quinta Normal, Santiago, Chile","(-33.4270, -70.7253)",4.42,10.6,12:42,"[09:00, 21:00]",21:15,12:42,5.0,509.0,122.4,0.0,0.0,0.0,0.0,✅
1,4,1,K21,ORD-CL-202612-000401_8687840  7,"avenida. vicuna mackenna 2587, Estación Central, Santiago, Chile","(-33.4046, -70.7448)",4.01,9.6,12:56,"[13:00, 15:00]",15:15,12:56,5.0,874.9,166.6,0.0,0.0,0.0,0.0,✅
1,5,1,K21,ORD-CL-202612-000576_19823676  7,"avenida. mapocho 8108, Ñuñoa, Santiago, Chile","(-33.4224, -70.7522)",2.44,5.8,13:07,"[09:00, 21:00]",21:15,13:07,5.0,102.8,24.7,0.0,0.0,0.0,0.0,✅
1,6,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.45,37.1,13:49,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,7,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
1,8,1,K22,ORD-CL-202612-000266_22867654    5,"calle morande 2676, Maipú, Santiago, Chile","(-33.5352, -70.7956)",19.23,54.9,17:54,"[09:00, 21:00]",21:15,17:54,5.0,2088.0,301.2,0.0,0.0,0.0,0.0,✅
1,9,1,K22,ORD-CL-202612-000403_147636883,"gran avenida jose miguel carrera 5636, La Reina, Santiago, Chile","(-33.5057, -70.6554)",15.96,52.9,18:52,"[09:00, 21:00]",21:15,18:52,5.0,816.8,135.2,0.0,0.0,0.0,0.0,✅
