Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
1,1,4,K11,ORD-CL-202612-000372_15297656  0,"avenida. pajaritos 734, Quinta Normal, Santiago, Chile","(-33.4586, -70.7132)",9.72,18.2,12:18,"[19:00, 21:00]",21:15,18:45,5.0,2375.0,311.6,386.8,0.0,0.0,0.0,⏳
1,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.73,18.8,19:08,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
2,1,4,K11,ORD-CL-202612-000369_5766588  6,"avenida. santa rosa 9461, Santiago, Santiago, Chile","(-33.5492, -70.6332)",9.92,18.6,12:18,"[19:00, 21:00]",21:15,18:45,5.0,749.2,121.4,386.4,0.0,0.0,0.0,⏳
2,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.51,18.4,19:08,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
3,1,4,K11,ORD-CL-202612-000378_53614215,"avenida. mapocho 1540, Peñalolén, Santiago, Chile","(-33.4320, -70.6654)",6.94,13.0,12:12,"[19:00, 21:00]",21:15,18:45,5.0,2019.9,306.7,392.0,0.0,0.0,0.0,⏳
3,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",7.11,13.8,19:03,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
4,1,4,K11,ORD-CL-202612-000361_191160350,"calle amunategui 6560, Vitacura, Santiago, Chile","(-33.4392, -70.6581)",6.04,11.3,12:11,"[19:00, 21:00]",21:15,18:45,5.0,1235.4,145.2,393.7,0.0,0.0,0.0,⏳
4,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.81,11.2,19:01,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
5,1,4,K11,ORD-CL-202612-000381_14150753  1,"calle amunategui 144, Santiago, Santiago, Chile","(-33.4421, -70.6561)",5.45,10.2,12:10,"[19:00, 21:00]",21:15,18:45,5.0,1372.7,162.3,394.8,0.0,0.0,0.0,⏳
5,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.5,10.7,19:00,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
6,1,4,K11,ORD-CL-202612-000380_17539021  0,"calle huerfanos 438, Santiago, Santiago, Chile","(-33.4379, -70.6438)",4.39,8.2,12:08,"[19:00, 21:00]",21:15,18:45,5.0,1448.1,209.8,396.8,0.0,0.0,0.0,⏳
6,2,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.63,9.0,18:58,—,—,—,—,—,—,—,0.0,0.0,—,🏠
7,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
7,1,4,K21,ORD-CL-202612-000351_18429770  6,"calle huerfanos 8536, Puente Alto, Santiago, Chile","(-33.6059, -70.5154)",21.23,39.8,14:39,"[19:00, 21:00]",21:15,18:45,5.0,320.4,51.4,245.2,0.0,0.0,0.0,⏳
7,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",21.34,41.3,19:31,—,—,—,—,—,—,—,0.0,0.0,—,🏠
8,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
8,1,4,K21,ORD-CL-202612-000374_184291382,"calle merced 6618, Maipú, Santiago, Chile","(-33.5241, -70.7739)",17.01,31.9,14:31,"[19:00, 21:00]",21:15,18:45,5.0,1062.9,176.8,253.1,0.0,0.0,0.0,⏳
8,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",17.12,33.1,19:23,—,—,—,—,—,—,—,0.0,0.0,—,🏠
9,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
9,1,4,K21,ORD-CL-202612-000339_13537079    2,"gran avenida. jose miguel carrera 1141, Macul, Santiago, Chile","(-33.5836, -70.6974)",15.55,29.2,14:29,"[19:00, 21:00]",21:15,18:45,5.0,753.7,139.5,255.8,0.0,0.0,0.0,⏳
9,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.74,30.5,19:20,—,—,—,—,—,—,—,0.0,0.0,—,🏠
10,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
10,1,4,K21,ORD-CL-202612-000342_87393141,"avenida. matta 1939, La Florida, Santiago, Chile","(-33.3657, -70.7061)",16.06,30.1,14:30,"[19:00, 21:00]",21:15,18:45,5.0,1030.6,108.2,254.9,0.0,0.0,0.0,⏳
10,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.5,30.0,19:19,—,—,—,—,—,—,—,0.0,0.0,—,🏠
11,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
11,1,3,K11,ORD-CL-202612-000336_15304873  5,"calle arturo prat 9820, Lo Prado, Santiago, Chile","(-33.4432, -70.7512)",14.14,26.5,12:26,"[17:00, 19:00]",19:15,16:45,5.0,1662.0,256.5,258.5,0.0,0.0,0.0,⏳
11,2,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",14.13,26.5,17:16,—,—,—,—,—,—,—,0.0,0.0,—,🏠
12,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
12,1,4,K21,ORD-CL-202612-000357_146301070,"avenida vitacura 6815, La Reina, Santiago, Chile","(-33.3863, -70.5640)",12.99,24.3,14:24,"[19:00, 21:00]",21:15,18:45,5.0,313.8,77.6,260.7,0.0,0.0,0.0,⏳
12,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",12.94,25.0,19:15,—,—,—,—,—,—,—,0.0,0.0,—,🏠
13,0,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
13,1,2,K11,ORD-CL-202612-000302_7893622  9,"calle teatinos 1584, Vitacura, Santiago, Chile","(-33.3818, -70.5658)",13.32,25.0,12:24,"[17:00, 19:00]",19:15,16:45,5.0,4052.9,530.1,260.0,0.0,0.0,0.0,⏳
13,2,2,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",13.23,24.8,17:14,—,—,—,—,—,—,—,0.0,0.0,—,🏠
14,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,14:00,—,—,14:00,—,—,—,—,0.0,0.0,—,🚗
14,1,4,K21,ORD-CL-202612-000373_172972248,"avenida. independencia 9028, Lo Prado, Santiago, Chile","(-33.4475, -70.7251)",11.68,21.9,14:21,"[19:00, 21:00]",21:15,18:45,5.0,307.7,47.4,263.1,0.0,0.0,0.0,⏳
14,2,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",11.71,22.7,19:12,—,—,—,—,—,—,—,0.0,0.0,—,🏠
15,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:00,—,—,12:00,—,—,—,—,0.0,0.0,—,🚗
15,1,1,K11,ORD-CL-202612-000261_17416421  8,"avenida. libertador bernardo o'higgins 8614, Puente Alto, Santiago, Chile","(-33.6191, -70.5686)",18.04,33.8,12:33,"[15:00, 17:00]",17:15,14:45,5.0,475.2,83.7,131.2,0.0,0.0,0.0,⏳
15,2,1,K11,ORD-CL-202612-000279_79329263,"calle estado 5553, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",2.09,3.9,14:53,"[15:00, 17:00]",17:15,14:53,5.0,1084.4,156.6,0.0,0.0,0.0,0.0,✅
15,3,1,K11,ORD-CL-202612-000249_11714785  7,"avenida. matta 2703, Puente Alto, Santiago, Chile","(-33.6056, -70.5880)",1.18,2.2,15:01,"[15:00, 17:00]",17:15,15:01,5.0,710.6,136.3,0.0,0.0,0.0,0.0,✅
15,4,1,K11,ORD-CL-202612-000102_58758596,"avenida. manuel montt 5607, Las Condes, Santiago, Chile","(-33.5616, -70.5632)",7.16,13.4,15:19,"[15:00, 17:00]",17:15,15:19,5.0,426.3,80.8,0.0,0.0,0.0,0.0,✅
15,5,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",13.22,24.8,15:49,—,—,—,—,—,—,—,0.0,0.0,—,🏠
15,6,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:00,—,—,18:00,—,—,—,—,0.0,0.0,—,🚗
15,7,4,K12,ORD-CL-202612-000365_22359273  4,"avenida. manuel montt 8349, Peñalolén, Santiago, Chile","(-33.5615, -70.5633)",13.07,24.5,18:24,"[19:00, 21:00]",21:15,18:45,5.0,70.8,24.7,20.5,0.0,0.0,0.0,⏳
