Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,0,K11,ORD-CL-202612-000517_147725885,"avenida. departamental 5011, Independencia, Santiago, Chile","(-33.4224, -70.6552)",6.96,18.1,09:18,"[09:00, 11:00]",11:30,09:18,5.0,624.9,62.4,0.0,0.0,0.0,0.0,✅
1,2,0,K11,ORD-CL-202612-000526_11330850    8,"avenida. pajaritos 9008, Independencia, Santiago, Chile","(-33.4224, -70.6552)",0.0,0.0,09:23,"[09:00, 11:00]",11:30,09:23,5.0,2250.6,313.3,0.0,0.0,0.0,0.0,✅
1,3,0,K11,ORD-CL-202612-000441_160463122,"calle merced 6001, Independencia, Santiago, Chile","(-33.4369, -70.6392)",2.7,7.0,09:35,"[09:00, 21:00]",21:30,09:35,5.0,265.5,43.3,0.0,0.0,0.0,0.0,✅
1,4,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.32,11.3,09:51,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,5,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,6,0,K12,ORD-CL-202612-000457_13193452  1,"avenida. vicuna mackenna 1848, Lo Prado, Santiago, Chile","(-33.4677, -70.6261)",0.58,1.3,15:01,"[09:00, 21:00]",21:30,15:01,5.0,2106.9,269.0,0.0,0.0,0.0,0.0,✅
1,7,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.46,1.1,15:07,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,0,K11,ORD-CL-202612-000448_162631782,"calle amunategui 7235, Quinta Normal, Santiago, Chile","(-33.4163, -70.6676)",8.39,21.9,09:21,"[09:00, 21:00]",21:30,09:21,5.0,1866.1,235.6,0.0,0.0,0.0,0.0,✅
