Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,—,11:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K21,ORD-CL-202612-000762_20759906  8,"avenida. tobalaba 402, Lo Prado, Santiago, Chile","(-33.4972, -70.8145)",20.88,50.1,11:50,"[11:00, 13:00]",13:15,11:50,5.0,963.0,157.6,0.0,0.0,0.0,0.0,✅
1,2,1,K21,ORD-CL-202612-000580_187038492,"calle san antonio 5691, Quinta Normal, Santiago, Chile","(-33.4270, -70.7253)",16.31,39.1,12:34,"[09:00, 21:00]",21:15,12:34,5.0,509.0,122.4,0.0,0.0,0.0,0.0,✅
1,3,1,K21,ORD-CL-202612-000401_8687840  7,"avenida. vicuna mackenna 2587, Estación Central, Santiago, Chile","(-33.4046, -70.7448)",4.01,9.6,12:48,"[13:00, 15:00]",15:15,12:48,5.0,874.9,166.6,0.0,0.0,0.0,0.0,✅
1,4,1,K21,ORD-CL-202612-000615_120995122,"calle amunategui 3478, Independencia, Santiago, Chile","(-33.4163, -70.6676)",7.78,18.7,13:12,"[11:00, 13:00]",13:15,13:12,5.0,959.1,138.9,0.0,0.0,0.0,0.0,✅
1,5,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.48,20.3,13:37,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,6,3,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:17,—,—,18:17,—,—,—,—,0.0,0.0,—,🚗
1,7,3,K22,ORD-CL-202612-000606_201356517,"avenida. kennedy 9586, Independencia, Santiago, Chile","(-33.3864, -70.5409)",15.0,44.4,19:01,"[19:00, 21:00]",21:15,19:01,5.0,821.0,126.3,0.0,0.0,0.0,0.0,✅
1,8,3,K22,ORD-CL-202612-000579_222755150,"avenida. grecia 6734, La Reina, Santiago, Chile","(-33.4715, -70.5636)",10.89,27.1,19:33,"[19:00, 21:00]",21:15,19:33,5.0,250.1,35.3,0.0,0.0,0.0,0.0,✅
1,9,3,K22,ORD-CL-202612-000333_223592734,"avenida. manuel montt 8349, Peñalolén, Santiago, Chile","(-33.5615, -70.5633)",12.27,26.3,20:04,"[19:00, 21:00]",21:15,20:04,5.0,507.9,80.0,0.0,0.0,0.0,0.0,✅
