Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K11,ORD-CL-202612-000448_162631782,"calle amunategui 7235, Quinta Normal, Santiago, Chile","(-33.4163, -70.6676)",8.39,21.9,09:21,"[09:00, 21:00]",21:15,09:21,5.0,1866.1,235.6,0.0,0.0,0.0,0.0,✅
1,2,1,K11,ORD-CL-202612-000517_147725885,"avenida. departamental 5011, Independencia, Santiago, Chile","(-33.4224, -70.6552)",1.92,5.0,09:31,"[09:00, 21:00]",21:15,09:31,5.0,624.9,62.4,0.0,0.0,0.0,0.0,✅
1,3,1,K11,ORD-CL-202612-000416_194645093,"avenida. libertador bernardo o'higgins 2778, Recoleta, Santiago, Chile","(-33.3979, -70.6573)",3.18,8.3,09:45,"[09:00, 21:00]",21:15,09:45,5.0,1449.0,217.1,0.0,0.0,0.0,0.0,✅
1,4,1,K11,ORD-CL-202612-000432_74867776,"avenida. recoleta 4097, Estación Central, Santiago, Chile","(-33.3874, -70.6421)",2.45,6.2,09:56,"[09:00, 21:00]",21:15,09:56,5.0,233.2,41.9,0.0,0.0,0.0,0.0,✅
1,5,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.05,24.7,10:26,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,6,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,7,1,K12,ORD-CL-202612-000426_20756914  7,"avenida. vicuna mackenna 208, La Reina, Santiago, Chile","(-33.4488, -70.6317)",2.66,6.1,15:06,"[09:00, 21:00]",21:15,15:06,5.0,2943.5,402.4,0.0,0.0,0.0,0.0,✅
1,8,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.71,6.2,15:17,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,4,K11,ORD-CL-202612-000710_13689284  3,"calle san diego 2653, Vitacura, Santiago, Chile","(-33.3818, -70.5658)",13.32,34.8,09:34,"[09:00, 21:00]",21:15,09:34,5.0,858.0,194.0,0.0,0.0,0.0,0.0,✅
2,2,4,K11,ORD-CL-202612-000609_186687792,"calle san antonio 544, Las Condes, Santiago, Chile","(-33.3746, -70.5094)",6.34,16.5,09:56,"[09:00, 11:00]",11:15,09:56,5.0,1249.1,178.7,0.0,0.0,0.0,0.0,✅
2,3,4,K11,ORD-CL-202612-000498_165138806,"avenida. las condes 6382, Vitacura, Santiago, Chile","(-33.3820, -70.5322)",3.14,7.7,10:09,"[09:00, 21:00]",21:15,10:09,5.0,1814.2,251.5,0.0,0.0,0.0,0.0,✅
2,4,4,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.24,36.6,10:50,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,5,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,6,5,K12,ORD-CL-202612-000429_191198860,"avenida. irarrazaval 2943, Peñalolén, Santiago, Chile","(-33.4534, -70.5709)",6.9,15.9,15:15,"[13:00, 15:00]",15:15,15:15,5.0,1131.6,208.6,0.0,0.0,0.0,0.9,❌
2,7,5,K12,ORD-CL-202612-000770_13892478  4,"avenida. irarrazaval 8356, Vitacura, Santiago, Chile","(-33.4534, -70.5709)",0.0,0.0,15:20,"[13:00, 15:00]",15:15,15:20,5.0,1954.8,233.2,0.0,0.0,0.0,5.9,❌
2,8,5,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.76,15.9,15:41,—,—,—,—,—,—,—,0.0,0.0,—,🏠
