Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,8,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:25,—,—,12:25,—,—,—,—,0.0,0.0,—,🚗
1,1,8,K21,ORD-CL-202612-000358_15893864  7,"gran avenida jose miguel carrera 572, Recoleta, Santiago, Chile","(-33.5836, -70.6974)",15.55,37.3,13:03,"[13:00, 15:00]",15:15,13:03,5.0,743.3,123.0,0.0,0.0,0.0,0.0,✅
1,2,8,K21,ORD-CL-202612-000360_107728946,"avenida. pajaritos 1016, San Miguel, Santiago, Chile","(-33.5178, -70.7575)",11.67,29.2,13:37,"[15:00, 17:00]",17:15,14:45,5.0,605.2,73.5,67.6,0.0,0.0,0.0,⏳
1,3,8,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",15.41,33.0,15:23,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,4,2,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:46,—,—,18:46,—,—,—,—,0.0,0.0,—,🚗
1,5,2,K22,ORD-CL-202612-000070_16548853    1,"avenida. americo vespucio 6473, Santiago, Santiago, Chile","(-33.5135, -70.5915)",6.59,13.6,19:00,"[19:00, 21:00]",21:15,19:00,5.0,74.6,22.6,0.0,0.0,0.0,0.0,✅
1,6,2,K22,ORD-CL-202612-000109_14004266  5,"calle san diego 9520, La Florida, Santiago, Chile","(-33.5342, -70.5835)",3.55,7.4,19:12,"[17:00, 19:00]",19:15,19:12,5.0,193.8,36.2,0.0,0.0,0.0,0.0,✅
1,7,2,K22,ORD-CL-202612-000162_122210107,"avenida. matta 5052, Puente Alto, Santiago, Chile","(-33.6056, -70.5880)",9.95,21.2,19:38,"[19:00, 21:00]",21:15,19:38,5.0,270.5,40.1,0.0,0.0,0.0,0.0,✅
1,8,2,K22,ORD-CL-202612-000228_229301381,"calle huerfanos 4079, Puente Alto, Santiago, Chile","(-33.6069, -70.5307)",6.29,13.5,19:57,"[19:00, 21:00]",21:15,19:57,5.0,373.3,43.6,0.0,0.0,0.0,0.0,✅
1,9,2,K22,ORD-CL-202612-000215_215424995,"avenida. pajaritos 8543, La Florida, Santiago, Chile","(-33.5203, -70.5784)",11.97,25.3,20:27,"[19:00, 21:00]",21:15,20:27,5.0,392.5,71.9,0.0,0.0,0.0,0.0,✅
1,10,2,K22,ORD-CL-202612-000202_174462588,"avenida. departamental 6863, Providencia, Santiago, Chile","(-33.5108, -70.5713)",1.86,3.8,20:36,"[19:00, 21:00]",21:15,20:36,5.0,1384.5,162.5,0.0,0.0,0.0,0.0,✅
1,11,2,K22,ORD-CL-202612-000242_18454880  2,"calle huerfanos 4859, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",3.21,6.6,20:47,"[19:00, 21:00]",21:15,20:47,5.0,858.4,125.1,0.0,0.0,0.0,0.0,✅
1,12,2,K22,ORD-CL-202612-000123_5257070  1,"avenida. macul 1756, Maipú, Santiago, Chile","(-33.4708, -70.5985)",5.36,11.1,21:03,"[19:00, 21:00]",21:15,21:03,5.0,167.5,26.6,0.0,0.0,0.0,0.0,✅
1,13,2,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.86,5.9,21:14,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,1,4,K12,ORD-CL-202612-000492_58051649,"avenida. departamental 4173, La Reina, Santiago, Chile","(-33.5123, -70.5511)",9.86,21.1,15:21,"[15:00, 17:00]",17:15,15:21,5.0,693.9,95.7,0.0,0.0,0.0,0.0,✅
2,2,4,K12,ORD-CL-202612-000337_18193416    1,"calle amunategui 7500, Puente Alto, Santiago, Chile","(-33.5606, -70.5621)",7.43,15.7,15:41,"[15:00, 17:00]",17:15,15:41,5.0,256.3,36.5,0.0,0.0,0.0,0.0,✅
2,3,4,K12,ORD-CL-202612-000263_13775682    8,"calle monjitas 6910, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",7.04,14.6,16:01,"[15:00, 17:00]",17:15,16:01,5.0,232.1,62.6,0.0,0.0,0.0,0.0,✅
2,4,4,K12,ORD-CL-202612-000054_215777181,"gran avenida jose miguel carrera 1092, La Florida, Santiago, Chile","(nan, nan)",7.63,15.8,16:22,"[15:00, 17:00]",17:15,16:22,5.0,342.0,65.3,0.0,0.0,0.0,0.0,✅
2,5,4,K12,ORD-CL-202612-000321_17328690  8,"avenida. departamental 8533, Ñuñoa, Santiago, Chile","(-33.5131, -70.6220)",5.58,11.5,16:38,"[15:00, 17:00]",17:15,16:38,5.0,975.5,161.2,0.0,0.0,0.0,0.0,✅
2,6,4,K12,ORD-CL-202612-000376_155759597,"avenida. mapocho 4652, Vitacura, Santiago, Chile","(-33.4294, -70.6999)",14.1,29.2,17:12,"[15:00, 17:00]",17:15,17:12,5.0,1249.6,195.3,0.0,0.0,0.0,0.0,✅
2,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",10.44,21.6,17:39,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,5,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:44,—,—,12:44,—,—,—,—,0.0,0.0,—,🚗
3,1,5,K21,ORD-CL-202612-000318_18216525  2,"avenida. americo vespucio 8124, San Miguel, Santiago, Chile","(-33.5296, -70.6041)",7.21,17.7,13:01,"[13:00, 15:00]",15:15,13:01,5.0,720.1,116.3,0.0,0.0,0.0,0.0,✅
3,2,5,K21,ORD-CL-202612-000389_16887774  4,"calle estado 4661, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",9.69,24.2,13:31,"[13:00, 15:00]",15:15,13:31,5.0,631.0,143.4,0.0,0.0,0.0,0.0,✅
3,3,5,K21,ORD-CL-202612-000051_164454321,"avenida. santa rosa 8652, Peñalolén, Santiago, Chile","(-33.5396, -70.6342)",11.25,27.6,14:03,"[13:00, 15:00]",15:15,14:03,5.0,659.5,85.1,0.0,0.0,0.0,0.0,✅
3,4,5,K21,ORD-CL-202612-000237_22050970  7,"calle san diego 439, Las Condes, Santiago, Chile","(-33.4509, -70.6504)",10.42,25.0,14:33,"[13:00, 15:00]",15:15,14:33,5.0,746.3,98.9,0.0,0.0,0.0,0.0,✅
3,5,5,K21,ORD-CL-202612-000207_70999443,"avenida. pedro de valdivia 2536, Providencia, Santiago, Chile","(-33.4458, -70.6060)",4.43,9.8,14:48,"[13:00, 15:00]",15:15,14:48,5.0,401.3,85.3,0.0,0.0,0.0,0.0,✅
3,6,5,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.34,9.3,15:02,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,7,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:33,—,—,18:33,—,—,—,—,0.0,0.0,—,🚗
3,8,1,K22,ORD-CL-202612-000299_7499857    0,"calle santo domingo 8998, Maipú, Santiago, Chile","(-33.4879, -70.7441)",12.63,26.1,19:00,"[19:00, 21:00]",21:15,19:00,5.0,1535.3,238.8,0.0,0.0,0.0,0.0,✅
3,9,1,K22,ORD-CL-202612-000159_224497742,"avenida. pajaritos 6316, Providencia, Santiago, Chile","(-33.4668, -70.7285)",3.34,7.0,19:11,"[17:00, 19:00]",19:15,19:11,5.0,359.9,77.2,0.0,0.0,0.0,0.0,✅
3,10,1,K22,ORD-CL-202612-000340_10442592    5,"avenida. mapocho 8002, San Miguel, Santiago, Chile","(-33.4223, -70.7506)",7.31,15.5,19:32,"[19:00, 21:00]",21:15,19:32,5.0,480.3,116.9,0.0,0.0,0.0,0.0,✅
3,11,1,K22,ORD-CL-202612-000326_105840971,"calle san antonio 17, Lo Prado, Santiago, Chile","(-33.4270, -70.7253)",2.6,5.6,19:43,"[19:00, 21:00]",21:15,19:43,5.0,506.7,88.8,0.0,0.0,0.0,0.0,✅
3,12,1,K22,ORD-CL-202612-000382_22428951    5,"avenida. matta 2839, Recoleta, Santiago, Chile","(-33.4141, -70.6293)",11.18,24.0,20:12,"[19:00, 21:00]",21:15,20:12,5.0,664.6,70.7,0.0,0.0,0.0,0.0,✅
3,13,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",7.58,15.7,20:32,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,5,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:34,—,—,12:34,—,—,—,—,0.0,0.0,—,🚗
4,1,5,K21,ORD-CL-202612-000404_194423943,"avenida americo vespucio 3407, Recoleta, Santiago, Chile","(-33.3773, -70.6550)",11.7,28.4,13:02,"[13:00, 15:00]",15:15,13:02,5.0,1175.2,175.5,0.0,0.0,0.0,0.0,✅
