Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,5,K11,ORD-CL-202612-000188_146386625,"avenida. libertador bernardo o'higgins 9819, Macul, Santiago, Chile","(-33.4451, -70.6574)",5.42,15.5,09:15,"[09:00, 21:00]",21:30,09:15,5.0,3169.8,425.3,0.0,0.0,0.0,0.0,✅
1,2,5,K11,ORD-CL-202612-000103_22242242  0,"calle teatinos 7628, Macul, Santiago, Chile","(-33.4447, -70.6542)",0.37,1.0,09:21,"[09:00, 21:00]",21:30,09:21,5.0,208.2,28.5,0.0,0.0,0.0,0.0,✅
1,3,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.12,14.6,09:41,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,4,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,5,6,K12,ORD-CL-202612-000039_64956582,"avenida. tobalaba 9986, Las Condes, Santiago, Chile","(-33.4298, -70.5862)",7.57,18.2,15:18,"[09:00, 21:00]",21:30,15:18,5.0,3005.7,379.0,0.0,0.0,0.0,0.0,✅
1,6,6,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",7.41,18.3,15:41,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,0,K11,ORD-CL-202612-000183_148999950,"avenida. vicuna mackenna 578, Macul, Santiago, Chile","(-33.4946, -70.6166)",2.84,8.1,09:08,"[09:00, 11:00]",11:30,09:08,5.0,685.5,100.8,0.0,0.0,0.0,0.0,✅
2,2,0,K11,ORD-CL-202612-000069_143319312,"avenida. pedro de valdivia 8517, Lo Prado, Santiago, Chile","(-33.4800, -70.6059)",2.94,8.4,09:21,"[09:00, 21:00]",21:30,09:21,5.0,400.4,79.2,0.0,0.0,0.0,0.0,✅
2,3,0,K11,ORD-CL-202612-000180_135550036,"avenida. grecia 4946, Santiago, Santiago, Chile","(-33.4676, -70.5801)",3.57,10.2,09:36,"[09:00, 21:00]",21:30,09:36,5.0,1259.6,232.8,0.0,0.0,0.0,0.0,✅
2,4,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.98,14.2,09:55,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,5,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,6,0,K12,ORD-CL-202612-000002_173134031,"avenida. la florida 7678, Macul, Santiago, Chile","(-33.5231, -70.5782)",8.29,19.9,15:19,"[09:00, 21:00]",21:30,15:19,5.0,4239.4,505.6,0.0,0.0,0.0,0.0,✅
2,7,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.39,20.9,15:45,—,—,—,—,—,—,—,0.0,0.0,—,🏠
