Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,9,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,9,K11,ORD-CL-202612-000392_142453346,"calle merced 5537, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",7.86,13.1,09:13,"[09:00, 21:00]",21:15,09:13,5.0,1398.2,160.4,0.0,0.0,0.0,0.0,✅
1,2,9,K11,ORD-CL-202612-000489_149177057,"avenida. providencia 1570, La Florida, Santiago, Chile","(-33.5150, -70.5605)",2.76,4.6,09:22,"[09:00, 21:00]",21:15,09:22,5.0,411.0,84.7,0.0,0.0,0.0,0.0,✅
1,3,9,K11,ORD-CL-202612-000439_103321252,"avenida. grecia 5268, La Florida, Santiago, Chile","(-33.5004, -70.5730)",2.63,4.4,09:32,"[09:00, 21:00]",21:15,09:32,5.0,308.5,94.8,0.0,0.0,0.0,0.0,✅
1,4,9,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",7.66,12.8,09:49,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,5,9,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,6,9,K12,ORD-CL-202612-000494_11304512    5,"avenida. recoleta 5362, Peñalolén, Santiago, Chile","(-33.5067, -70.5829)",6.89,12.9,15:12,"[09:00, 21:00]",21:15,15:12,5.0,3259.3,386.9,0.0,0.0,0.0,0.0,✅
1,7,9,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.97,13.1,15:30,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,7,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,7,K11,ORD-CL-202612-000493_22003359    2,"avenida. libertador bernardo o'higgins 4013, La Florida, Santiago, Chile","(-33.5362, -70.6063)",7.94,13.2,09:13,"[09:00, 21:00]",21:15,09:13,5.0,793.6,172.0,0.0,0.0,0.0,0.0,✅
2,2,7,K11,ORD-CL-202612-000427_11266059  7,"avenida. las condes 3397, San Miguel, Santiago, Chile","(-33.5445, -70.5758)",3.46,5.8,09:23,"[09:00, 21:00]",21:15,09:23,5.0,1866.7,240.0,0.0,0.0,0.0,0.0,✅
