Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
1,1,0,K11,ORD-CL-202612-000029_221499706,"calle compania de jesus 7303, Independencia, Santiago, Chile","(-33.4394, -70.6599)",6.07,15.2,09:15,"[09:00, 11:00]",11:15,09:15,5.0,1487.9,171.4,0.0,0.0,0.0,0.0,✅
1,2,0,K11,ORD-CL-202612-000241_220312237,"calle amunategui 3146, Las Condes, Santiago, Chile","(-33.4392, -70.6581)",0.54,1.3,09:21,"[09:00, 21:00]",21:15,09:21,5.0,1.4,1.2,0.0,0.0,0.0,0.0,✅
1,3,0,K11,ORD-CL-202612-000046_76867734,"avenida. manuel montt 4785, Providencia, Santiago, Chile","(-33.4468, -70.6139)",4.97,12.4,09:38,"[09:00, 11:00]",11:15,09:38,5.0,1141.8,236.0,0.0,0.0,0.0,0.0,✅
1,4,0,K11,ORD-CL-202612-000038_151993937,"avenida. irarrazaval 1804, Maipú, Santiago, Chile","(-33.4532, -70.6123)",0.73,1.8,09:45,"[09:00, 11:00]",11:15,09:45,5.0,605.9,83.0,0.0,0.0,0.0,0.0,✅
1,5,0,K11,ORD-CL-202612-000012_115652150,"avenida. grecia 5499, Providencia, Santiago, Chile","(-33.4552, -70.6268)",1.55,3.8,09:54,"[09:00, 11:00]",11:15,09:54,5.0,223.9,41.0,0.0,0.0,0.0,0.0,✅
1,6,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.12,5.2,10:04,—,—,—,—,—,—,—,0.0,0.0,—,🏠
1,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,8,4,K12,ORD-CL-202612-000065_125088177,"avenida. grecia 5637, Recoleta, Santiago, Chile","(-33.4693, -70.5757)",5.36,15.3,15:15,"[11:00, 13:00]",13:15,15:15,5.0,2801.7,461.2,0.0,0.0,0.0,120.3,❌
1,9,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.34,15.7,15:35,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,0,K11,ORD-CL-202612-000030_20757511  0,"avenida. vicuna mackenna 154, Recoleta, Santiago, Chile","(-33.4488, -70.6317)",2.66,6.6,09:06,"[09:00, 11:00]",11:15,09:06,5.0,418.8,58.5,0.0,0.0,0.0,0.0,✅
2,2,0,K11,ORD-CL-202612-000008_83363320,"avenida. manuel montt 685, Recoleta, Santiago, Chile","(-33.4342, -70.6170)",2.91,7.3,09:18,"[09:00, 11:00]",11:15,09:18,5.0,451.2,68.8,0.0,0.0,0.0,0.0,✅
2,3,0,K11,ORD-CL-202612-000005_203293099,"calle catedral 6899, Independencia, Santiago, Chile","(-33.4383, -70.6599)",4.33,10.8,09:34,"[09:00, 11:00]",11:15,09:34,5.0,1188.7,245.3,0.0,0.0,0.0,0.0,✅
2,4,0,K11,ORD-CL-202612-000040_204734613,"avenida. libertador bernardo o'higgins 1672, Peñalolén, Santiago, Chile","(-33.4464, -70.6598)",1.05,2.6,09:42,"[09:00, 11:00]",11:15,09:42,5.0,1215.5,228.3,0.0,0.0,0.0,0.0,✅
2,5,0,K11,ORD-CL-202612-000252_10595944  8,"calle arturo prat 9278, Ñuñoa, Santiago, Chile","(-33.4534, -70.6484)",1.98,4.9,09:52,"[09:00, 21:00]",21:15,09:52,5.0,86.6,19.2,0.0,0.0,0.0,0.0,✅
2,6,0,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",3.79,9.3,10:06,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,7,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
2,8,4,K12,ORD-CL-202612-000068_16822988  5,"calle teatinos 1540, Providencia, Santiago, Chile","(-33.4324, -70.6098)",6.04,17.3,15:17,"[11:00, 13:00]",13:15,15:17,5.0,2708.9,314.4,0.0,0.0,0.0,122.3,❌
2,9,4,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.82,17.2,15:39,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
3,1,6,K11,ORD-CL-202612-000034_18190145  8,"avenida matta 7432, Peñalolén, Santiago, Chile","(-33.4915, -70.5633)",7.86,19.7,09:19,"[09:00, 11:00]",11:15,09:19,5.0,641.8,74.7,0.0,0.0,0.0,0.0,✅
3,2,6,K11,ORD-CL-202612-000172_21961796  1,"avenida. tobalaba 7018, Peñalolén, Santiago, Chile","(-33.5101, -70.5608)",2.14,5.4,09:30,"[09:00, 21:00]",21:15,09:30,5.0,1648.3,236.7,0.0,0.0,0.0,0.0,✅
3,3,6,K11,ORD-CL-202612-000200_7995605  2,"avenida la florida 4780, Santiago, Santiago, Chile","(-33.5195, -70.5806)",2.83,7.1,09:42,"[09:00, 21:00]",21:15,09:42,5.0,134.5,27.9,0.0,0.0,0.0,0.0,✅
3,4,6,K11,ORD-CL-202612-000225_229042840,"avenida. la florida 934, Peñalolén, Santiago, Chile","(-33.5101, -70.5885)",1.27,3.1,09:50,"[09:00, 21:00]",21:15,09:50,5.0,1119.9,138.0,0.0,0.0,0.0,0.0,✅
3,5,6,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.53,16.0,10:11,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,6,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
3,7,0,K12,ORD-CL-202612-000173_93122655,"calle morande 3445, Recoleta, Santiago, Chile","(-33.4386, -70.6539)",5.51,15.8,15:15,"[09:00, 21:00]",21:15,15:15,5.0,1528.2,210.1,0.0,0.0,0.0,0.0,✅
3,8,0,K12,ORD-CL-202612-000255_88760271,"calle morande 3445, Santiago, Santiago, Chile","(-33.4386, -70.6539)",0.0,0.0,15:20,"[09:00, 21:00]",21:15,15:20,5.0,2115.0,302.2,0.0,0.0,0.0,0.0,✅
3,9,0,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",5.41,16.2,15:41,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
4,1,3,K11,ORD-CL-202612-000375_7894878  8,"calle huerfanos 6471, Quinta Normal, Santiago, Chile","(-33.4438, -70.6958)",9.21,23.0,09:23,"[09:00, 21:00]",21:15,09:23,5.0,620.3,69.3,0.0,0.0,0.0,0.0,✅
4,2,3,K11,ORD-CL-202612-000036_58822448,"calle merced 8895, Quinta Normal, Santiago, Chile","(-33.4278, -70.7083)",2.58,6.4,09:34,"[09:00, 11:00]",11:15,09:34,5.0,2221.7,275.0,0.0,0.0,0.0,0.0,✅
4,3,3,K11,ORD-CL-202612-000236_22813500  2,"avenida mapocho 9885, La Reina, Santiago, Chile","(-33.4330, -70.6805)",2.68,6.7,09:46,"[09:00, 21:00]",21:15,09:46,5.0,153.9,22.4,0.0,0.0,0.0,0.0,✅
4,4,3,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.55,21.1,10:12,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,5,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
4,6,3,K12,ORD-CL-202612-000281_11555733  9,"calle monjitas 6333, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",8.44,24.1,15:24,"[09:00, 21:00]",21:15,15:24,5.0,2658.6,327.2,0.0,0.0,0.0,0.0,✅
4,7,3,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.1,24.5,15:53,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,7,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
5,1,7,K11,ORD-CL-202612-000041_58842814,"avenida. grecia 8422, Peñalolén, Santiago, Chile","(-33.4753, -70.5449)",8.23,20.6,09:20,"[09:00, 11:00]",11:15,09:20,5.0,1561.5,215.0,0.0,0.0,0.0,0.0,✅
5,2,7,K11,ORD-CL-202612-000035_18489688    3,"avenida. kennedy 5660, Estación Central, Santiago, Chile","(-33.3992, -70.5751)",10.93,27.3,09:52,"[09:00, 11:00]",11:15,09:52,5.0,90.1,15.1,0.0,0.0,0.0,0.0,✅
5,3,7,K11,ORD-CL-202612-000003_7941056  6,"avenida. kennedy 5315, Independencia, Santiago, Chile","(-33.4021, -70.5804)",0.66,1.6,09:59,"[09:00, 11:00]",11:15,09:59,5.0,1898.4,236.6,0.0,0.0,0.0,0.0,✅
