Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K12,ORD-CL-202612-000261_17416421  8,"avenida. libertador bernardo o'higgins 8614, Puente Alto, Santiago, Chile","(-33.6191, -70.5686)",18.04,33.8,15:33,"[15:00, 17:00]",17:15,15:33,5.0,475.2,83.7,0.0,0.0,0.0,0.0,✅
1,2,1,K12,ORD-CL-202612-000102_58758596,"avenida. manuel montt 5607, Las Condes, Santiago, Chile","(-33.5616, -70.5632)",7.61,14.3,15:53,"[15:00, 17:00]",17:15,15:53,5.0,426.3,80.8,0.0,0.0,0.0,0.0,✅
1,3,1,K12,ORD-CL-202612-000249_11714785  7,"avenida. matta 2703, Puente Alto, Santiago, Chile","(-33.6056, -70.5880)",7.22,13.5,16:11,"[15:00, 17:00]",17:15,16:11,5.0,710.6,136.3,0.0,0.0,0.0,0.0,✅
1,4,1,K12,ORD-CL-202612-000306_11843976    3,"calle estado 1767, La Florida, Santiago, Chile","(-33.5552, -70.5729)",7.38,13.8,16:30,"[17:00, 19:00]",19:15,16:45,5.0,387.6,57.1,14.5,0.0,0.0,0.0,⏳
1,5,1,K12,ORD-CL-202612-000319_206572862,"avenida. manuel montt 8479, La Florida, Santiago, Chile","(-33.5615, -70.5633)",1.59,3.0,16:52,"[17:00, 19:00]",19:15,16:52,5.0,1201.2,180.1,0.0,0.0,0.0,0.0,✅
1,6,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",13.22,24.8,17:22,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,4,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,18:35,—,—,18:35,—,—,—,—,0.0,0.0,—,🚗
2,1,4,K22,ORD-CL-202612-000355_9979417  9,"avenida. pajaritos 4330, Macul, Santiago, Chile","(-33.4833, -70.7465)",12.87,24.9,19:00,"[19:00, 21:00]",21:15,19:00,5.0,245.0,43.4,0.0,0.0,0.0,0.0,✅
2,2,4,K22,ORD-CL-202612-000374_184291382,"calle merced 6618, Maipú, Santiago, Chile","(-33.5241, -70.7739)",6.22,12.0,19:17,"[19:00, 21:00]",21:15,19:17,5.0,1062.9,176.8,0.0,0.0,0.0,0.0,✅
