Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Cierre_Relajado,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
1,0,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,15:00,—,—,15:00,—,—,—,—,0.0,0.0,—,🚗
1,1,1,K12,ORD-CL-202612-000064_108254993,"calle teatinos 1289, Independencia, Santiago, Chile","(0.0000, 0.0000)",63.34,152.0,17:32,"[09:00, 21:00]",21:15,17:32,5.0,944.6,143.1,0.0,0.0,0.0,0.0,✅
1,2,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,223.5,21:20,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
2,1,1,K11,ORD-CL-202612-000033_150229981,"avenida. providencia 1687, La Reina, Santiago, Chile","(0.0000, 0.0000)",63.34,172.7,11:52,"[11:00, 13:00]",13:15,11:52,5.0,283.9,44.7,0.0,0.0,0.0,0.0,✅
2,2,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,164.4,14:42,—,—,—,—,—,—,—,0.0,0.0,—,🏠
2,3,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,16:42,—,—,16:42,—,—,—,—,0.0,0.0,—,🚗
2,4,1,K12,ORD-CL-202612-000105_55046533,"avenida. las condes 6424, Recoleta, Santiago, Chile","(0.0000, 0.0000)",63.34,190.0,19:52,"[09:00, 21:00]",21:15,19:52,5.0,342.2,50.1,0.0,0.0,0.0,0.0,✅
2,5,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,142.3,22:19,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,0,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,—,09:00,—,—,—,—,0.0,0.0,—,🚗
3,1,1,K11,ORD-CL-202612-000113_107932141,"calle huerfanos 7037, Ñuñoa, Santiago, Chile","(0.0000, 0.0000)",63.34,172.7,11:52,"[11:00, 13:00]",13:15,11:52,5.0,830.6,112.0,0.0,0.0,0.0,0.0,✅
3,2,1,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,164.4,14:42,—,—,—,—,—,—,—,0.0,0.0,—,🏠
3,3,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,16:42,—,—,16:42,—,—,—,—,0.0,0.0,—,🚗
3,4,1,K12,ORD-CL-202612-000117_7656397  6,"avenida. la florida 777, Estación Central, Santiago, Chile","(0.0000, 0.0000)",63.34,190.0,19:52,"[09:00, 21:00]",21:15,19:52,5.0,1183.1,129.2,0.0,0.0,0.0,0.0,✅
3,5,1,K12,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,142.3,22:19,—,—,—,—,—,—,—,0.0,0.0,—,🏠
4,0,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,—,17:00,—,—,—,—,0.0,0.0,—,🚗
4,1,0,K22,ORD-CL-202612-000001_145122404,"avenida. matta 5370, Estación Central, Santiago, Chile","(0.0000, 0.0000)",63.34,190.0,20:10,"[15:00, 17:00]",17:15,20:10,5.0,1260.2,188.4,0.0,0.0,0.0,175.0,❌
4,2,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,133.3,22:28,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,0,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:21,—,—,12:21,—,—,—,—,0.0,0.0,—,🚗
5,1,0,K21,ORD-CL-202612-000100_21692042  6,"avenida. las condes 1523, Estación Central, Santiago, Chile","(0.0000, 0.0000)",63.34,165.2,15:06,"[15:00, 17:00]",17:15,15:06,5.0,473.8,66.5,0.0,0.0,0.0,0.0,✅
5,2,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,152.0,17:43,—,—,—,—,—,—,—,0.0,0.0,—,🏠
5,3,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,19:43,—,—,19:43,—,—,—,—,0.0,0.0,—,🚗
5,4,0,K22,ORD-CL-202612-000042_71332179,"avenida. departamental 4795, Quinta Normal, Santiago, Chile","(0.0000, 0.0000)",63.34,146.2,22:10,"[19:00, 21:00]",21:15,22:10,5.0,3099.0,400.9,0.0,0.0,0.0,55.0,❌
5,5,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,131.0,24:26,—,—,—,—,—,—,—,0.0,0.0,—,🏠
6,0,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,12:21,—,—,12:21,—,—,—,—,0.0,0.0,—,🚗
6,1,0,K21,ORD-CL-202612-000130_96799897,"calle san diego 1071, Providencia, Santiago, Chile","(0.0000, 0.0000)",63.34,165.2,15:06,"[15:00, 17:00]",17:15,15:06,5.0,959.1,192.0,0.0,0.0,0.0,0.0,✅
6,2,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",63.32,152.0,17:43,—,—,—,—,—,—,—,0.0,0.0,—,🏠
